stride,number,mis
566,9372960,649
566,9780480,650
566,10188000,648
566,10595520,638
566,11003040,640
566,11410560,641
566,11818080,638
566,12225600,636
566,12633120,637
566,13040640,634
566,13448160,633
566,13855680,635
566,14263200,635
566,14670720,629
566,15078240,629
566,15485760,628
566,15893280,632
566,16300800,630
566,16708320,631
566,17115840,631
566,17523360,632
566,17930880,629
566,18338400,629
566,18745920,629
566,19153440,628
566,19560960,627
566,19968480,628
566,20376000,627
566,20783520,626
566,21191040,624
566,21598560,626
566,22006080,622
566,22413600,620
566,22821120,623
566,23228640,621
566,23636160,625
566,24043680,621
566,24451200,624
566,24858720,624
566,25266240,623
566,25673760,624
566,26081280,624
566,26488800,624
566,26896320,621
566,27303840,623
566,27711360,623
566,28118880,623
566,28526400,623
566,28933920,623
566,29341440,623
566,29748960,622
566,30156480,624
566,30564000,623
566,30971520,622
566,31379040,624
566,31786560,621
566,32194080,622
566,32601600,624
566,33009120,622
566,33416640,623
566,33824160,622
566,34231680,620
566,34639200,621
566,35046720,622
566,35454240,622
566,35861760,623
566,36269280,620
566,36676800,622
566,37084320,622
566,37491840,619
566,37899360,612
566,38306880,616
566,38714400,618
566,39121920,620
566,39529440,619
566,39936960,620
566,40344480,619
566,40752000,620
566,41159520,620
566,41567040,620
566,41974560,619
566,42382080,621
566,42789600,619
566,43197120,620
566,43604640,620
566,44012160,621
566,44419680,617
566,44827200,620
566,45234720,621
566,45642240,620
566,46049760,620
566,46457280,619
566,46864800,620
566,47272320,620
566,47679840,621
566,48087360,619
566,48494880,618
566,48902400,614
566,49309920,618
566,49717440,619
566,50124960,619
566,50532480,620
566,50940000,619
566,51347520,618
566,51755040,619
566,52162560,620
566,52570080,560
566,52977600,620
566,53385120,617
566,53792640,619
566,54200160,619
566,54607680,619
566,55015200,618
566,55422720,620
566,55830240,619
566,56237760,620
566,56645280,619
566,57052800,619
566,57460320,618
566,57867840,618
566,58275360,618
566,58682880,618
566,59090400,618
566,59497920,619
566,59905440,619
566,60312960,619
566,60720480,620
566,61128000,619
566,61535520,619
566,61943040,619
566,62350560,619
566,62758080,618
566,63165600,619
566,63573120,618
566,63980640,616
566,64388160,619
566,64795680,619
566,65203200,619
567,408240,639
567,816480,774
567,1224720,844
567,1632960,842
567,2041200,816
567,2449440,791
567,2857680,772
567,3265920,753
567,3674160,732
567,4082400,716
567,4490640,703
567,4898880,695
567,5307120,680
567,5715360,675
567,6123600,671
567,6531840,672
567,6940080,670
567,7348320,665
567,7756560,662
567,8164800,655
567,8573040,659
567,8981280,654
567,9389520,654
567,9797760,469
567,10206000,642
567,10614240,640
567,11022480,641
567,11430720,639
567,11838960,638
567,12247200,639
567,12655440,636
567,13063680,636
567,13471920,636
567,13880160,634
567,14288400,630
567,14696640,631
567,15104880,631
567,15513120,632
567,15921360,632
567,16329600,630
567,16737840,626
567,17146080,630
567,17554320,626
567,17962560,625
567,18370800,627
567,18779040,629
567,19187280,626
567,19595520,629
567,20003760,625
567,20412000,627
567,20820240,626
567,21228480,626
567,21636720,628
567,22044960,624
567,22453200,620
567,22861440,625
567,23269680,627
567,23677920,625
567,24086160,622
567,24494400,625
567,24902640,623
567,25310880,620
567,25719120,624
567,26127360,623
567,26535600,621
567,26943840,622
567,27352080,624
567,27760320,623
567,28168560,624
567,28576800,624
567,28985040,622
567,29393280,621
567,29801520,625
567,30209760,623
567,30618000,624
567,31026240,624
567,31434480,623
567,31842720,620
567,32250960,623
567,32659200,623
567,33067440,622
567,33475680,622
567,33883920,621
567,34292160,622
567,34700400,619
567,35108640,620
567,35516880,622
567,35925120,622
567,36333360,619
567,36741600,622
567,37149840,621
567,37558080,622
567,37966320,621
567,38374560,585
567,38782800,620
567,39191040,621
567,39599280,621
567,40007520,620
567,40415760,619
567,40824000,620
567,41232240,621
567,41640480,620
567,42048720,622
567,42456960,620
567,42865200,620
567,43273440,620
567,43681680,621
567,44089920,620
567,44498160,619
567,44906400,620
567,45314640,620
567,45722880,621
567,46131120,618
567,46539360,620
567,46947600,618
567,47355840,620
567,47764080,621
567,48172320,619
567,48580560,618
567,48988800,620
567,49397040,621
567,49805280,620
567,50213520,620
567,50621760,621
567,51030000,620
567,51438240,619
567,51846480,620
567,52254720,621
567,52662960,620
567,53071200,620
567,53479440,620
567,53887680,614
567,54295920,619
567,54704160,618
567,55112400,618
567,55520640,618
567,55928880,619
567,56337120,617
567,56745360,617
567,57153600,618
567,57561840,619
567,57970080,614
567,58378320,619
567,58786560,618
567,59194800,620
567,59603040,616
567,60011280,619
567,60419520,618
567,60827760,620
567,61236000,618
567,61644240,620
567,62052480,618
567,62460720,618
567,62868960,619
567,63277200,616
567,63685440,618
567,64093680,617
567,64501920,618
567,64910160,619
567,65318400,618
568,408960,608
568,817920,760
568,1226880,835
568,1635840,833
568,2044800,808
568,2453760,783
568,2862720,759
568,3271680,751
568,3680640,729
568,4089600,715
568,4498560,697
568,4907520,683
568,5316480,671
568,5725440,675
568,6134400,676
568,6543360,666
568,6952320,665
568,7361280,662
568,7770240,658
568,8179200,656
568,8588160,656
568,8997120,652
568,9406080,649
568,9815040,640
568,10224000,643
568,10632960,641
568,11041920,641
568,11450880,636
568,11859840,636
568,12268800,635
568,12677760,631
568,13086720,634
568,13495680,632
568,13904640,628
568,14313600,627
568,14722560,627
568,15131520,627
568,15540480,627
568,15949440,625
568,16358400,627
568,16767360,627
568,17176320,625
568,17585280,621
568,17994240,622
568,18403200,623
568,18812160,623
568,19221120,622
568,19630080,622
568,20039040,622
568,20448000,622
568,20856960,619
568,21265920,623
568,21674880,622
568,22083840,623
568,22492800,620
568,22901760,620
568,23310720,621
568,23719680,622
568,24128640,622
568,24537600,619
568,24946560,620
568,25355520,619
568,25764480,621
568,26173440,619
568,26582400,617
568,26991360,622
568,27400320,619
568,27809280,620
568,28218240,618
568,28627200,621
568,29036160,618
568,29445120,618
568,29854080,620
568,30263040,617
568,30672000,619
568,31080960,620
568,31489920,614
568,31898880,619
568,32307840,610
568,32716800,617
568,33125760,617
568,33534720,618
568,33943680,616
568,34352640,619
568,34761600,617
568,35170560,618
568,35579520,617
568,35988480,616
568,36397440,616
568,36806400,613
568,37215360,616
568,37624320,616
568,38033280,616
568,38442240,616
568,38851200,616
568,39260160,617
568,39669120,617
568,40078080,614
568,40487040,616
568,40896000,618
568,41304960,617
568,41713920,617
568,42122880,616
568,42531840,618
568,42940800,613
568,43349760,616
568,43758720,614
568,44167680,615
568,44576640,617
568,44985600,617
568,45394560,617
568,45803520,617
568,46212480,614
568,46621440,616
568,47030400,616
568,47439360,616
568,47848320,614
568,48257280,617
568,48666240,616
568,49075200,616
568,49484160,616
568,49893120,616
568,50302080,617
568,50711040,617
568,51120000,617
568,51528960,616
568,51937920,613
568,52346880,614
568,52755840,616
568,53164800,615
568,53573760,615
568,53982720,615
568,54391680,615
568,54800640,616
568,55209600,616
568,55618560,616
568,56027520,616
568,56436480,616
568,56845440,616
568,57254400,616
568,57663360,615
568,58072320,616
568,58481280,608
568,58890240,614
568,59299200,615
568,59708160,613
568,60117120,562
568,60526080,616
568,60935040,614
568,61344000,615
568,61752960,615
568,62161920,615
568,62570880,615
568,62979840,615
568,63388800,615
568,63797760,613
568,64206720,615
568,64615680,615
568,65024640,615
568,65433600,614
569,405128,632
569,810256,742
569,1215384,855
569,1620512,818
569,2025640,815
569,2430768,793
569,2835896,769
569,3241024,750
569,3646152,737
569,4051280,713
569,4456408,685
569,4861536,686
569,5266664,677
569,5671792,682
569,6076920,677
569,6482048,677
569,6887176,667
569,7292304,669
569,7697432,668
569,8102560,660
569,8507688,656
569,8912816,648
569,9317944,644
569,9723072,647
569,10128200,645
569,10533328,641
569,10938456,643
569,11343584,639
569,11748712,638
569,12153840,641
569,12558968,638
569,12964096,633
569,13369224,631
569,13774352,634
569,14179480,635
569,14584608,634
569,14989736,635
569,15394864,632
569,15799992,633
569,16205120,632
569,16610248,630
569,17015376,629
569,17420504,630
569,17825632,630
569,18230760,630
569,18635888,627
569,19041016,627
569,19446144,629
569,19851272,627
569,20256400,628
569,20661528,627
569,21066656,626
569,21471784,629
569,21876912,626
569,22282040,626
569,22687168,627
569,23092296,623
569,23497424,623
569,23902552,625
569,24307680,625
569,24712808,625
569,25117936,505
569,25523064,624
569,25928192,622
569,26333320,624
569,26738448,624
569,27143576,625
569,27548704,625
569,27953832,625
569,28358960,623
569,28764088,622
569,29169216,623
569,29574344,624
569,29979472,623
569,30384600,623
569,30789728,623
569,31194856,622
569,31599984,622
569,32005112,623
569,32410240,623
569,32815368,624
569,33220496,621
569,33625624,621
569,34030752,622
569,34435880,622
569,34841008,623
569,35246136,622
569,35651264,622
569,36056392,621
569,36461520,622
569,36866648,621
569,37271776,621
569,37676904,621
569,38082032,621
569,38487160,618
569,38892288,621
569,39297416,621
569,39702544,620
569,40107672,610
569,40512800,617
569,40917928,616
569,41323056,619
569,41728184,618
569,42133312,621
569,42538440,620
569,42943568,620
569,43348696,621
569,43753824,620
569,44158952,621
569,44564080,621
569,44969208,621
569,45374336,619
569,45779464,616
569,46184592,617
569,46589720,620
569,46994848,620
569,47399976,618
569,47805104,620
569,48210232,620
569,48615360,621
569,49020488,616
569,49425616,620
569,49830744,619
569,50235872,621
569,50641000,620
569,51046128,619
569,51451256,620
569,51856384,620
569,52261512,620
569,52666640,620
569,53071768,620
569,53476896,619
569,53882024,620
569,54287152,619
569,54692280,621
569,55097408,619
569,55502536,620
569,55907664,620
569,56312792,620
569,56717920,619
569,57123048,617
569,57528176,620
569,57933304,619
569,58338432,620
569,58743560,618
569,59148688,617
569,59553816,619
569,59958944,619
569,60364072,619
569,60769200,619
569,61174328,619
569,61579456,619
569,61984584,617
569,62389712,613
569,62794840,618
569,63199968,617
569,63605096,568
569,64010224,619
569,64415352,619
569,64820480,619
569,65225608,619
570,405840,643
570,811680,781
570,1217520,848
570,1623360,836
570,2029200,806
570,2435040,791
570,2840880,763
570,3246720,746
570,3652560,728
570,4058400,721
570,4464240,704
570,4870080,691
570,5275920,686
570,5681760,680
570,6087600,673
570,6493440,674
570,6899280,670
570,7305120,668
570,7710960,659
570,8116800,654
570,8522640,656
570,8928480,656
570,9334320,657
570,9740160,649
570,10146000,645
570,10551840,645
570,10957680,646
570,11363520,643
570,11769360,637
570,12175200,631
570,12581040,634
570,12986880,633
570,13392720,636
570,13798560,635
570,14204400,636
570,14610240,634
570,15016080,635
570,15421920,634
570,15827760,633
570,16233600,630
570,16639440,631
570,17045280,632
570,17451120,631
570,17856960,629
570,18262800,629
570,18668640,629
570,19074480,625
570,19480320,628
570,19886160,630
570,20292000,627
570,20697840,626
570,21103680,628
570,21509520,628
570,21915360,624
570,22321200,626
570,22727040,627
570,23132880,625
570,23538720,625
570,23944560,624
570,24350400,625
570,24756240,624
570,25162080,623
570,25567920,625
570,25973760,623
570,26379600,624
570,26785440,624
570,27191280,623
570,27597120,623
570,28002960,621
570,28408800,623
570,28814640,622
570,29220480,623
570,29626320,625
570,30032160,622
570,30438000,622
570,30843840,622
570,31249680,624
570,31655520,618
570,32061360,622
570,32467200,622
570,32873040,621
570,33278880,622
570,33684720,622
570,34090560,623
570,34496400,622
570,34902240,621
570,35308080,619
570,35713920,621
570,36119760,621
570,36525600,623
570,36931440,622
570,37337280,621
570,37743120,621
570,38148960,620
570,38554800,622
570,38960640,621
570,39366480,618
570,39772320,617
570,40178160,620
570,40584000,620
570,40989840,620
570,41395680,620
570,41801520,619
570,42207360,620
570,42613200,620
570,43019040,618
570,43424880,619
570,43830720,620
570,44236560,621
570,44642400,617
570,45048240,617
570,45454080,622
570,45859920,620
570,46265760,620
570,46671600,620
570,47077440,620
570,47483280,620
570,47889120,620
570,48294960,621
570,48700800,619
570,49106640,620
570,49512480,620
570,49918320,622
570,50324160,617
570,50730000,619
570,51135840,621
570,51541680,621
570,51947520,619
570,52353360,620
570,52759200,619
570,53165040,621
570,53570880,620
570,53976720,618
570,54382560,621
570,54788400,621
570,55194240,620
570,55600080,618
570,56005920,619
570,56411760,619
570,56817600,618
570,57223440,613
570,57629280,619
570,58035120,618
570,58440960,617
570,58846800,614
570,59252640,618
570,59658480,619
570,60064320,617
570,60470160,619
570,60876000,619
570,61281840,620
570,61687680,619
570,62093520,616
570,62499360,619
570,62905200,618
570,63311040,619
570,63716880,618
570,64122720,618
570,64528560,617
570,64934400,619
570,65340240,620
571,406552,649
571,813104,752
571,1219656,830
571,1626208,833
571,2032760,823
571,2439312,786
571,2845864,619
571,3252416,659
571,3658968,706
571,4065520,702
571,4472072,700
571,4878624,695
571,5285176,684
571,5691728,676
571,6098280,675
571,6504832,666
571,6911384,642
571,7317936,665
571,7724488,663
571,8131040,662
571,8537592,654
571,8944144,652
571,9350696,652
571,9757248,651
571,10163800,645
571,10570352,644
571,10976904,637
571,11383456,640
571,11790008,641
571,12196560,642
571,12603112,637
571,13009664,635
571,13416216,638
571,13822768,639
571,14229320,637
571,14635872,632
571,15042424,631
571,15448976,632
571,15855528,633
571,16262080,631
571,16668632,632
571,17075184,634
571,17481736,631
571,17888288,632
571,18294840,628
571,18701392,625
571,19107944,629
571,19514496,627
571,19921048,627
571,20327600,630
571,20734152,626
571,21140704,628
571,21547256,624
571,21953808,626
571,22360360,628
571,22766912,623
571,23173464,623
571,23580016,627
571,23986568,624
571,24393120,624
571,24799672,625
571,25206224,626
571,25612776,627
571,26019328,627
571,26425880,625
571,26832432,625
571,27238984,623
571,27645536,625
571,28052088,625
571,28458640,625
571,28865192,625
571,29271744,621
571,29678296,622
571,30084848,623
571,30491400,623
571,30897952,625
571,31304504,625
571,31711056,624
571,32117608,622
571,32524160,622
571,32930712,623
571,33337264,622
571,33743816,624
571,34150368,620
571,34556920,622
571,34963472,623
571,35370024,623
571,35776576,623
571,36183128,623
571,36589680,621
571,36996232,623
571,37402784,616
571,37809336,620
571,38215888,620
571,38622440,621
571,39028992,621
571,39435544,622
571,39842096,620
571,40248648,621
571,40655200,621
571,41061752,620
571,41468304,621
571,41874856,621
571,42281408,621
571,42687960,619
571,43094512,619
571,43501064,621
571,43907616,621
571,44314168,621
571,44720720,621
571,45127272,621
571,45533824,621
571,45940376,621
571,46346928,620
571,46753480,620
571,47160032,622
571,47566584,623
571,47973136,621
571,48379688,620
571,48786240,621
571,49192792,620
571,49599344,621
571,50005896,618
571,50412448,619
571,50819000,620
571,51225552,621
571,51632104,620
571,52038656,618
571,52445208,621
571,52851760,623
571,53258312,620
571,53664864,618
571,54071416,620
571,54477968,621
571,54884520,620
571,55291072,621
571,55697624,619
571,56104176,620
571,56510728,619
571,56917280,620
571,57323832,621
571,57730384,620
571,58136936,617
571,58543488,620
571,58950040,620
571,59356592,619
571,59763144,617
571,60169696,620
571,60576248,620
571,60982800,620
571,61389352,620
571,61795904,619
571,62202456,620
571,62609008,617
571,63015560,621
571,63422112,619
571,63828664,618
571,64235216,619
571,64641768,620
571,65048320,619
571,65454872,618
572,407264,636
572,814528,767
572,1221792,878
572,1629056,846
572,2036320,830
572,2443584,797
572,2850848,779
572,3258112,759
572,3665376,724
572,4072640,717
572,4479904,701
572,4887168,691
572,5294432,671
572,5701696,671
572,6108960,675
572,6516224,664
572,6923488,663
572,7330752,665
572,7738016,665
572,8145280,662
572,8552544,662
572,8959808,653
572,9367072,653
572,9774336,649
572,10181600,643
572,10588864,646
572,10996128,644
572,11403392,645
572,11810656,641
572,12217920,640
572,12625184,637
572,13032448,637
572,13439712,636
572,13846976,628
572,14254240,633
572,14661504,628
572,15068768,605
572,15476032,626
572,15883296,630
572,16290560,631
572,16697824,620
572,17105088,623
572,17512352,629
572,17919616,628
572,18326880,629
572,18734144,629
572,19141408,627
572,19548672,628
572,19955936,627
572,20363200,625
572,20770464,623
572,21177728,624
572,21584992,626
572,21992256,624
572,22399520,626
572,22806784,627
572,23214048,619
572,23621312,621
572,24028576,623
572,24435840,623
572,24843104,624
572,25250368,624
572,25657632,623
572,26064896,622
572,26472160,622
572,26879424,623
572,27286688,622
572,27693952,623
572,28101216,624
572,28508480,624
572,28915744,619
572,29323008,622
572,29730272,623
572,30137536,624
572,30544800,625
572,30952064,624
572,31359328,620
572,31766592,623
572,32173856,621
572,32581120,621
572,32988384,623
572,33395648,622
572,33802912,619
572,34210176,623
572,34617440,622
572,35024704,623
572,35431968,622
572,35839232,621
572,36246496,620
572,36653760,619
572,37061024,621
572,37468288,619
572,37875552,619
572,38282816,618
572,38690080,619
572,39097344,620
572,39504608,621
572,39911872,621
572,40319136,619
572,40726400,619
572,41133664,621
572,41540928,619
572,41948192,610
572,42355456,617
572,42762720,620
572,43169984,619
572,43577248,620
572,43984512,617
572,44391776,619
572,44799040,619
572,45206304,622
572,45613568,620
572,46020832,615
572,46428096,617
572,46835360,619
572,47242624,619
572,47649888,619
572,48057152,619
572,48464416,619
572,48871680,619
572,49278944,619
572,49686208,619
572,50093472,621
572,50500736,621
572,50908000,619
572,51315264,618
572,51722528,620
572,52129792,620
572,52537056,620
572,52944320,619
572,53351584,620
572,53758848,620
572,54166112,621
572,54573376,616
572,54980640,617
572,55387904,619
572,55795168,617
572,56202432,616
572,56609696,618
572,57016960,620
572,57424224,619
572,57831488,617
572,58238752,620
572,58646016,619
572,59053280,619
572,59460544,619
572,59867808,617
572,60275072,619
572,60682336,617
572,61089600,618
572,61496864,618
572,61904128,618
572,62311392,615
572,62718656,618
572,63125920,618
572,63533184,619
572,63940448,618
572,64347712,618
572,64754976,619
572,65162240,617
573,407976,628
573,815952,777
573,1223928,849
573,1631904,854
573,2039880,830
573,2447856,810
573,2855832,777
573,3263808,760
573,3671784,742
573,4079760,709
573,4487736,706
573,4895712,689
573,5303688,692
573,5711664,684
573,6119640,678
573,6527616,679
573,6935592,668
573,7343568,665
573,7751544,664
573,8159520,663
573,8567496,659
573,8975472,658
573,9383448,650
573,9791424,647
573,10199400,652
573,10607376,648
573,11015352,645
573,11423328,642
573,11831304,643
573,12239280,641
573,12647256,640
573,13055232,639
573,13463208,635
573,13871184,630
573,14279160,634
573,14687136,631
573,15095112,632
573,15503088,634
573,15911064,634
573,16319040,635
573,16727016,631
573,17134992,630
573,17542968,630
573,17950944,629
573,18358920,630
573,18766896,629
573,19174872,629
573,19582848,625
573,19990824,627
573,20398800,624
573,20806776,628
573,21214752,628
573,21622728,628
573,22030704,628
573,22438680,628
573,22846656,624
573,23254632,624
573,23662608,626
573,24070584,614
573,24478560,614
573,24886536,507
573,25294512,624
573,25702488,622
573,26110464,623
573,26518440,625
573,26926416,624
573,27334392,626
573,27742368,625
573,28150344,624
573,28558320,624
573,28966296,621
573,29374272,622
573,29782248,624
573,30190224,624
573,30598200,622
573,31006176,623
573,31414152,622
573,31822128,624
573,32230104,623
573,32638080,624
573,33046056,623
573,33454032,622
573,33862008,623
573,34269984,624
573,34677960,624
573,35085936,624
573,35493912,621
573,35901888,620
573,36309864,622
573,36717840,622
573,37125816,623
573,37533792,622
573,37941768,620
573,38349744,624
573,38757720,622
573,39165696,622
573,39573672,623
573,39981648,621
573,40389624,621
573,40797600,621
573,41205576,622
573,41613552,621
573,42021528,620
573,42429504,621
573,42837480,622
573,43245456,622
573,43653432,620
573,44061408,618
573,44469384,619
573,44877360,620
573,45285336,622
573,45693312,620
573,46101288,620
573,46509264,622
573,46917240,622
573,47325216,555
573,47733192,619
573,48141168,621
573,48549144,622
573,48957120,621
573,49365096,621
573,49773072,621
573,50181048,620
573,50589024,621
573,50997000,620
573,51404976,621
573,51812952,622
573,52220928,620
573,52628904,621
573,53036880,621
573,53444856,622
573,53852832,621
573,54260808,619
573,54668784,621
573,55076760,621
573,55484736,621
573,55892712,619
573,56300688,620
573,56708664,621
573,57116640,620
573,57524616,618
573,57932592,620
573,58340568,620
573,58748544,620
573,59156520,620
573,59564496,620
573,59972472,620
573,60380448,619
573,60788424,618
573,61196400,616
573,61604376,621
573,62012352,619
573,62420328,620
573,62828304,621
573,63236280,620
573,63644256,618
573,64052232,619
573,64460208,620
573,64868184,620
573,65276160,620
574,408688,635
574,817376,771
574,1226064,861
574,1634752,843
574,2043440,826
574,2452128,800
574,2860816,780
574,3269504,760
574,3678192,732
574,4086880,711
574,4495568,698
574,4904256,691
574,5312944,685
574,5721632,682
574,6130320,681
574,6539008,674
574,6947696,672
574,7356384,670
574,7765072,667
574,8173760,664
574,8582448,658
574,8991136,658
574,9399824,648
574,9808512,652
574,10217200,650
574,10625888,647
574,11034576,645
574,11443264,646
574,11851952,644
574,12260640,642
574,12669328,640
574,13078016,636
574,13486704,635
574,13895392,638
574,14304080,637
574,14712768,635
574,15121456,632
574,15530144,636
574,15938832,635
574,16347520,635
574,16756208,631
574,17164896,632
574,17573584,631
574,17982272,631
574,18390960,631
574,18799648,631
574,19208336,630
574,19617024,633
574,20025712,628
574,20434400,625
574,20843088,628
574,21251776,628
574,21660464,626
574,22069152,629
574,22477840,626
574,22886528,628
574,23295216,625
574,23703904,628
574,24112592,628
574,24521280,626
574,24929968,629
574,25338656,628
574,25747344,625
574,26156032,623
574,26564720,627
574,26973408,627
574,27382096,625
574,27790784,619
574,28199472,625
574,28608160,623
574,29016848,624
574,29425536,626
574,29834224,625
574,30242912,626
574,30651600,627
574,31060288,622
574,31468976,624
574,31877664,609
574,32286352,620
574,32695040,621
574,33103728,618
574,33512416,618
574,33921104,622
574,34329792,623
574,34738480,624
574,35147168,621
574,35555856,621
574,35964544,622
574,36373232,624
574,36781920,622
574,37190608,623
574,37599296,618
574,38007984,623
574,38416672,621
574,38825360,621
574,39234048,622
574,39642736,621
574,40051424,620
574,40460112,622
574,40868800,621
574,41277488,622
574,41686176,622
574,42094864,620
574,42503552,620
574,42912240,622
574,43320928,623
574,43729616,621
574,44138304,621
574,44546992,622
574,44955680,622
574,45364368,622
574,45773056,620
574,46181744,622
574,46590432,621
574,46999120,621
574,47407808,620
574,47816496,621
574,48225184,621
574,48633872,621
574,49042560,621
574,49451248,620
574,49859936,615
574,50268624,621
574,50677312,621
574,51086000,620
574,51494688,621
574,51903376,621
574,52312064,619
574,52720752,619
574,53129440,619
574,53538128,619
574,53946816,620
574,54355504,620
574,54764192,621
574,55172880,620
574,55581568,620
574,55990256,620
574,56398944,622
574,56807632,619
574,57216320,619
574,57625008,619
574,58033696,621
574,58442384,621
574,58851072,621
574,59259760,618
574,59668448,620
574,60077136,621
574,60485824,621
574,60894512,620
574,61303200,621
574,61711888,620
574,62120576,619
574,62529264,620
574,62937952,620
574,63346640,622
574,63755328,619
574,64164016,621
574,64572704,620
574,64981392,620
574,65390080,620
575,409400,647
575,818800,766
575,1228200,866
575,1637600,844
575,2047000,819
575,2456400,800
575,2865800,776
575,3275200,750
575,3684600,734
575,4094000,719
575,4503400,701
575,4912800,684
575,5322200,680
575,5731600,682
575,6141000,680
575,6550400,677
575,6959800,672
575,7369200,667
575,7778600,665
575,8188000,646
575,8597400,656
575,9006800,655
575,9416200,656
575,9825600,652
575,10235000,648
575,10644400,650
575,11053800,648
575,11463200,646
575,11872600,643
575,12282000,641
575,12691400,638
575,13100800,638
575,13510200,639
575,13919600,636
575,14329000,636
575,14738400,634
575,15147800,637
575,15557200,635
575,15966600,635
575,16376000,632
575,16785400,630
575,17194800,634
575,17604200,633
575,18013600,632
575,18423000,631
575,18832400,627
575,19241800,630
575,19651200,628
575,20060600,627
575,20470000,630
575,20879400,628
575,21288800,627
575,21698200,630
575,22107600,625
575,22517000,627
575,22926400,625
575,23335800,629
575,23745200,629
575,24154600,628
575,24564000,628
575,24973400,627
575,25382800,625
575,25792200,626
575,26201600,625
575,26611000,626
575,27020400,623
575,27429800,627
575,27839200,628
575,28248600,625
575,28658000,623
575,29067400,625
575,29476800,626
575,29886200,626
575,30295600,628
575,30705000,622
575,31114400,618
575,31523800,625
575,31933200,626
575,32342600,626
575,32752000,624
575,33161400,624
575,33570800,626
575,33980200,625
575,34389600,624
575,34799000,624
575,35208400,625
575,35617800,624
575,36027200,624
575,36436600,623
575,36846000,625
575,37255400,625
575,37664800,619
575,38074200,620
575,38483600,615
575,38893000,621
575,39302400,622
575,39711800,620
575,40121200,622
575,40530600,622
575,40940000,622
575,41349400,623
575,41758800,621
575,42168200,622
575,42577600,622
575,42987000,622
575,43396400,623
575,43805800,620
575,44215200,616
575,44624600,614
575,45034000,617
575,45443400,620
575,45852800,621
575,46262200,622
575,46671600,622
575,47081000,623
575,47490400,618
575,47899800,621
575,48309200,622
575,48718600,620
575,49128000,621
575,49537400,622
575,49946800,622
575,50356200,623
575,50765600,622
575,51175000,620
575,51584400,621
575,51993800,622
575,52403200,622
575,52812600,621
575,53222000,621
575,53631400,621
575,54040800,622
575,54450200,620
575,54859600,619
575,55269000,621
575,55678400,622
575,56087800,619
575,56497200,565
575,56906600,621
575,57316000,620
575,57725400,619
575,58134800,620
575,58544200,620
575,58953600,618
575,59363000,621
575,59772400,620
575,60181800,620
575,60591200,620
575,61000600,620
575,61410000,620
575,61819400,621
575,62228800,620
575,62638200,621
575,63047600,621
575,63457000,617
575,63866400,620
575,64275800,620
575,64685200,620
575,65094600,620
575,65504000,621
576,405504,625
576,811008,772
576,1216512,858
576,1622016,834
576,2027520,816
576,2433024,782
576,2838528,754
576,3244032,749
576,3649536,734
576,4055040,720
576,4460544,703
576,4866048,687
576,5271552,685
576,5677056,674
576,6082560,675
576,6488064,665
576,6893568,660
576,7299072,666
576,7704576,655
576,8110080,651
576,8515584,647
576,8921088,655
576,9326592,650
576,9732096,642
576,10137600,643
576,10543104,640
576,10948608,638
576,11354112,637
576,11759616,636
576,12165120,629
576,12570624,628
576,12976128,631
576,13381632,628
576,13787136,629
576,14192640,625
576,14598144,629
576,15003648,627
576,15409152,627
576,15814656,616
576,16220160,625
576,16625664,618
576,17031168,622
576,17436672,624
576,17842176,472
576,18247680,619
576,18653184,621
576,19058688,621
576,19464192,621
576,19869696,622
576,20275200,621
576,20680704,622
576,21086208,621
576,21491712,619
576,21897216,620
576,22302720,617
576,22708224,621
576,23113728,618
576,23519232,619
576,23924736,619
576,24330240,619
576,24735744,620
576,25141248,619
576,25546752,619
576,25952256,617
576,26357760,620
576,26763264,619
576,27168768,620
576,27574272,615
576,27979776,619
576,28385280,619
576,28790784,619
576,29196288,620
576,29601792,618
576,30007296,616
576,30412800,616
576,30818304,617
576,31223808,618
576,31629312,617
576,32034816,617
576,32440320,616
576,32845824,615
576,33251328,619
576,33656832,616
576,34062336,618
576,34467840,617
576,34873344,615
576,35278848,617
576,35684352,616
576,36089856,618
576,36495360,616
576,36900864,614
576,37306368,616
576,37711872,616
576,38117376,615
576,38522880,616
576,38928384,614
576,39333888,614
576,39739392,615
576,40144896,615
576,40550400,612
576,40955904,615
576,41361408,613
576,41766912,614
576,42172416,614
576,42577920,612
576,42983424,610
576,43388928,612
576,43794432,604
576,44199936,612
576,44605440,613
576,45010944,612
576,45416448,615
576,45821952,615
576,46227456,613
576,46632960,612
576,47038464,613
576,47443968,614
576,47849472,614
576,48254976,614
576,48660480,613
576,49065984,614
576,49471488,613
576,49876992,615
576,50282496,610
576,50688000,614
576,51093504,615
576,51499008,614
576,51904512,613
576,52310016,615
576,52715520,615
576,53121024,615
576,53526528,611
576,53932032,614
576,54337536,613
576,54743040,611
576,55148544,613
576,55554048,615
576,55959552,614
576,56365056,613
576,56770560,613
576,57176064,614
576,57581568,614
576,57987072,614
576,58392576,609
576,58798080,614
576,59203584,612
576,59609088,614
576,60014592,559
576,60420096,613
576,60825600,611
576,61231104,613
576,61636608,613
576,62042112,614
576,62447616,614
576,62853120,613
576,63258624,613
576,63664128,614
576,64069632,612
576,64475136,613
576,64880640,612
576,65286144,613
577,406208,642
577,812416,769
577,1218624,865
577,1624832,824
577,2031040,819
577,2437248,796
577,2843456,777
577,3249664,754
577,3655872,745
